place_name,n_uses,kind,status,source,lat,lon,uncertainty_m,geonames_id,geonames_name,feature,country,admin1,qid,osm,confidence,note,decision
Breitenstein,56,locality,linked,osm+geonames,47.72113,11.98769,500,2944545,Breitenstein,T.MT,DE,02,Q879983,node/260979669,0.95,entry context 2 km (50% of the entries),
Straßlach,56,locality,linked,osm+geonames,48.00491,11.51410,2000,3205570,Straßlach-Dingharting,P.PPLA4,DE,02,Q503326,relation/929726,0.95,entry context 3 km (100% of the entries),
VKL,56,locality,no_match,,,,,,,,,,,,0.00,not geocoded yet (no Nominatim cache entry),
Echinger und Moosburger Stauseen,56,locality,no_match,,,,,,,,,,,,0.00,no gazetteer entry,
Hannover,55,,linked,osm+geonames,52.37052,9.73322,5000,2910831,Hannover,P.PPLA,DE,06,Q1715,relation/59418,0.95,entry context 3 km (40% of the entries),
Vorkanal,55,locality,no_match,,,,,,,,,,,,0.00,no gazetteer entry,
Inning am Ammersee,54,locality,linked,osm+geonames,48.07636,11.15232,1500,2895938,Inning am Ammersee,P.PPL,DE,02,Q310856,relation/932279,0.95,entry context 32 km (100% of the entries),
Dießen,54,settlement,linked,geonames,47.95082,11.10754,300,11976757,Dießen,S.RSTN,DE,02,,,0.95,GeoNames primary name match (DE); entry context 0 km (100% of the entries),
Neuhausen,54,locality,linked,osm+geonames,47.68579,8.61474,1500,2659485,Neuhausen,P.PPL,CH,SH,Q69372,relation/1683680,0.95,entry context 1 km (100% of the entries),
Mettnau,54,locality,linked,osm,47.73398,8.98455,500,,,,,,,node/1916294060,0.95,entry context 1 km (50% of the entries),
Zweite Insel,54,locality,no_match,,,,,,,,,,,,0.00,no gazetteer entry,
Landskrona,54,locality,linked,osm+geonames,55.87080,12.83016,3000,2697720,Landskrona,P.PPLA2,SE,27,Q54352,node/27699239,0.95,,
Garching,53,settlement,linked,osm+geonames,48.24896,11.65101,1500,2922582,Garching,P.PPL,DE,02,Q264620,relation/30971,0.95,entry context 3 km (69% of the entries),
Wertachanlagen,53,locality,no_match,,,,,,,,,,,,0.00,no gazetteer entry,
Oberföhring,53,locality,linked,osm+geonames,48.17251,11.62863,1000,2860689,Oberföhring,P.PPLX,DE,02,Q1616865,node/1700472217,0.95,entry context 3 km (100% of the entries),
Hangwald,53,locality,review,osm,50.96376,11.64323,1500,,,,,,,relation/19769480,0.55,268 km from the entries' other places (0% within 80 km),
Pitzing,53,route,linked,osm,48.31953,12.60297,1500,,,,,,,node/2217292651,0.85,,
Minden,52,settlement,linked,osm+geonames,49.83333,6.46667,2000,2871040,Minden,P.PPLA4,DE,08,Q660568,relation/1163507,0.95,entry context 35 km (50% of the entries),
Innsbruck,51,locality,linked,osm+geonames,47.26266,11.39454,5000,2775220,Innsbruck,P.PPLA,AT,07,Q1735,relation/4835169,0.95,entry context 1 km (43% of the entries),
Pocking,51,settlement,linked,osm+geonames,47.96667,11.30000,2000,2853066,Pöcking,P.PPLA4,DE,02,Q514747,relation/932449,0.95,entry context 2 km (50% of the entries),
Friedensdenkmal,50,locality,review,osm,48.37215,10.89548,1500,,,,,,,node/6267056178,0.60,OSM historic/memorial named after the place,
Schruns,50,locality,linked,osm+geonames,47.08028,9.91917,2000,2765581,Schruns,P.PPLA3,AT,08,Q603733,relation/76734,0.95,entry context 3 km (100% of the entries),
Ammersee Südende,50,locality,no_match,,,,,,,,,,,,0.00,no gazetteer entry,
Zell am See,49,locality,linked,osm+geonames,47.32306,12.79839,2000,2760634,Zell am See,P.PPLA3,AT,05,Q187572,relation/945962,0.95,entry context 30 km (33% of the entries),
Beckstetten,48,,linked,osm+geonames,47.98438,10.66886,1500,2951658,Beckstetten,P.PPL,DE,02,Q109659967,node/1685792817,0.95,entry context 2 km (100% of the entries),
Finsing,48,,linked,osm+geonames,48.21615,11.82412,2000,2926703,Finsing,P.PPLA4,DE,02,Q511719,relation/934744,0.95,entry context 2 km (100% of the entries),
Salzburg,48,locality,linked,osm+geonames,47.79941,13.04399,5000,2766824,Salzburg,P.PPLA,AT,05,Q34713,relation/86538,0.95,entry context 7 km (28% of the entries),
Wattbecken,48,locality,no_match,,,,,,,,,,,,0.00,no gazetteer entry,
Karlsring,48,,no_match,,,,,,,,,,,,0.00,no gazetteer entry,
Ismaninger Fischteiche,48,locality,linked,osm,48.21295,11.73915,1500,,,,,,Q61018113,relation/12038482,0.95,entry context 5 km (100% of the entries),
Riemerling,48,settlement,linked,osm+geonames,48.06024,11.68242,1500,2846989,Riemerling,P.PPL,DE,02,Q121434804,node/1574349205,0.95,,
Gadener Moos,48,locality,no_match,,,,,,,,,,,,0.00,no gazetteer entry,
Bogenhauser Brücke,47,,no_match,,,,,,,,,,,,0.00,no gazetteer entry,
Gut Hollern,47,locality,no_match,,,,,,,,,,,,0.00,no gazetteer entry,
Dauening,47,locality,no_match,,,,,,,,,,,,0.00,no gazetteer entry,
Leinau,46,locality,linked,osm+geonames,47.91647,10.61015,1500,2879207,Leinau,P.PPL,DE,02,Q113078345,node/82666337,0.95,entry context 2 km (94% of the entries),
Steinbach,46,locality,linked,osm+geonames,48.95712,9.47539,1500,2828836,Steinbach,P.PPL,DE,01,Q2339691,relation/16272121,0.95,,
Jachenau,46,locality,linked,osm+geonames,47.60574,11.43381,2000,2895517,Jachenau,P.PPLA4,DE,02,Q535418,relation/935251,0.95,entry context 4 km (89% of the entries),
Olching,46,locality,linked,osm+geonames,48.20000,11.33333,2000,2857472,Olching,P.PPLA4,DE,02,Q178486,relation/933493,0.95,entry context 4 km (100% of the entries),
Ismaning Speichersee,46,locality,no_match,,,,,,,,,,,,0.00,not geocoded yet (no Nominatim cache entry),
Buchenhügel,46,locality,review,osm+geonames,50.55847,11.49431,500,2942530,Buchenhügel,T.HLL,DE,15,Q30814297,node/7119910539,0.65,274 km from the entries' other places (0% within 80 km),
Totes Wäldchen,46,locality,no_match,,,,,,,,,,,,0.00,no gazetteer entry,
Mitterhaus,46,locality,linked,osm,47.70114,13.22532,1500,,,,,,,node/8923370434,0.95,entry context 31 km (25% of the entries),
Fiume,46,locality,review,geonames,45.32673,14.44241,5000,3191648,Rijeka,P.PPLA,HR,12,,,0.65,GeoNames alternate name match (HR),
Mindelsee,46,locality,linked,osm+geonames,47.75422,9.02167,1000,2871043,Mindelsee,H.LK,DE,01,Q62026906,relation/18336106,0.95,entry context 2 km (100% of the entries),
Hinterbrühl,46,locality,linked,osm+geonames,48.08611,16.24809,2000,2776358,Hinterbrühl,P.PPLA3,AT,03,Q664735,relation/111936,0.95,,
Germaring,46,settlement,no_match,,,,,,,,,,,,0.00,no gazetteer entry,
Zwiefalten,45,locality,linked,osm+geonames,48.23396,9.46232,2000,2803545,Zwiefalten,P.PPLA4,DE,01,Q83211,relation/2778122,0.95,entry context 2 km (100% of the entries),
Passau,45,settlement,linked,osm+geonames,48.56650,13.43122,2000,2855328,Passau,P.PPLA3,DE,02,Q4190,relation/62629,0.95,entry context 4 km (57% of the entries),
Hinterwöhr,45,locality,no_match,,,,,,,,,,,,0.00,no gazetteer entry,
Braunberg,45,locality,review,osm+geonames,48.14845,13.84264,1500,11669983,Braunberg,P.PPL,AT,04,,node/240057562,0.65,445 km from the entries' other places (0% within 80 km),
Ostinsel,45,locality,review,osm,-7.22720,72.41866,1500,,,,,,,way/132621379,0.55,8230 km from the entries' other places (0% within 80 km),
Riemer-Wiese,45,locality,no_match,,,,,,,,,,,,0.00,no gazetteer entry,
Oytal,44,locality,linked,osm,47.39034,10.33574,5000,,,,,,Q1463424,way/359087969,0.95,entry context 3 km (73% of the entries),
Traubing,44,,linked,osm+geonames,47.94211,11.25549,1500,2821533,Traubing,P.PPL,DE,02,Q1558397,node/1724649564,0.95,entry context 2 km (92% of the entries),
Klausenbrücke,44,,no_match,,,,,,,,,,,,0.00,no gazetteer entry,
Ismaninger Speichersee Westbecken,44,locality,no_match,,,,,,,,,,,,0.00,no gazetteer entry,
Erlen,44,locality,review,osm,47.91704,9.67258,300,,,,,,,node/2591911603,0.70,"far from most of the entries' other places (0% within 80 km, nearest 144 km)",
Innwiesing,44,locality,no_match,,,,,,,,,,,,0.00,no gazetteer entry,
Wörth-Ismaning,44,locality,no_match,,,,,,,,,,,,0.00,no gazetteer entry,
Isarhalde,44,locality,no_match,,,,,,,,,,,,0.00,no gazetteer entry,
Immenstadt,43,locality,linked,geonames,47.55920,10.21400,300,11972987,Immenstadt,S.RSTN,DE,02,,,0.95,GeoNames primary name match (DE); entry context 3 km (67% of the entries),
Preveza,43,route,linked,osm+geonames,38.95617,20.75050,3000,254698,Préveza,P.PPLA2,GR,ESYE21,Q213898,node/139648176,0.95,entry context 15 km (50% of the entries),
Kopenhagen,43,route,linked,osm+geonames,55.67594,12.56553,5000,2618425,Copenhagen,P.PPLC,DK,17,Q1748,node/13707878,0.95,entry context 11 km (60% of the entries),
Karpfenwinkel,43,locality,linked,osm,47.85403,12.53122,1000,,,,,,,way/478498755,0.85,,
Kämchen,43,locality,linked,osm,49.85383,6.15981,1500,,,,,,,relation/12319714,0.85,,
Perlach,43,,linked,osm+geonames,48.09952,11.62783,1000,2854857,Perlach,P.PPLX,DE,02,Q52382696,node/1569394920,0.95,entry context 6 km (100% of the entries),
Nebelhorn,42,,linked,osm+geonames,47.42167,10.34250,500,2866815,Nebelhorn,T.MT,DE,02,Q696067,node/276270971,0.95,entry context 5 km (64% of the entries),
Baierbrunn,42,,linked,osm+geonames,48.02030,11.48689,2000,2953213,Baierbrunn,P.PPLA4,DE,02,Q503705,relation/929705,0.95,entry context 3 km (100% of the entries),
Ermatingen,42,locality,linked,osm+geonames,47.67057,9.08573,1500,2660869,Ermatingen,P.PPL,CH,TG,Q65127,relation/1684517,0.95,entry context 4 km (50% of the entries),
Tutzinger Hütte,42,locality,linked,osm,47.65770,11.46243,1500,,,,,,Q2461881,way/97575267,0.90,OSM tourism/alpine_hut named after the place; entry context 6 km (100% of the entries),
Garatshausen,42,locality,linked,osm+geonames,47.91565,11.28571,1500,2922602,Garatshausen,P.PPL,DE,02,Q1493903,node/264661187,0.95,entry context 1 km (92% of the entries),
Gräfelfing,42,locality,linked,osm+geonames,48.11878,11.42939,2000,2918368,Gräfelfing,P.PPLA4,DE,02,Q504854,relation/2168243,0.95,entry context 10 km (100% of the entries),
Pörtschach,42,settlement,linked,osm+geonames,46.63639,14.14639,1500,2768497,Pörtschach am Wörthersee,P.PPL,AT,02,Q875805,relation/105936,0.95,entry context 2 km (100% of the entries),
Rouen,42,route,linked,osm+geonames,49.44313,1.09932,5000,2982652,Rouen,P.PPLA,FR,28,Q30974,relation/75628,0.95,entry context 3 km (50% of the entries),
Ascholding,42,,linked,osm+geonames,47.88780,11.50475,1500,2955157,Ascholding,P.PPL,DE,02,Q722854,node/34821457,0.95,entry context 4 km (100% of the entries),
Gröbenzell,42,locality,linked,osm+geonames,48.20000,11.36667,2000,2917221,Gröbenzell,P.PPLA4,DE,02,Q278609,relation/933494,0.95,entry context 17 km (100% of the entries),
Jägerbrunn,41,locality,review,osm,48.62685,13.08724,1500,,,,,,,node/12164183667,0.70,"far from most of the entries' other places (17% within 80 km, nearest 30 km)",
Unterhaching,41,locality,linked,osm+geonames,48.06598,11.61564,2000,2819465,Unterhaching,P.PPLA4,DE,02,Q264899,relation/497335,0.95,entry context 2 km (100% of the entries),
Tierparkauen,41,locality,no_match,,,,,,,,,,,,0.00,no gazetteer entry,
Tittmoning,41,settlement,linked,osm+geonames,48.06164,12.76760,1500,2822075,Tittmoning,P.PPL,DE,02,Q505158,relation/941656,0.95,,
Alsbach,41,locality,review,osm+geonames,49.74083,8.62337,1000,2958155,Alsbach,P.PPLX,DE,05,Q43273982,relation/14707235,0.65,233 km from the entries' other places (0% within 80 km),
Flecklehde,41,locality,no_match,,,,,,,,,,,,0.00,no gazetteer entry,
Ammer,40,locality,linked,osm,47.60546,11.05566,3000,,,,,,,way/50951793,0.95,entry context 1 km (75% of the entries),
Schloßberg,40,locality,linked,osm+geonames,48.37504,11.17788,1500,6543860,Schloßberg,P.PPL,DE,02,Q15127910,node/277675374,0.95,entry context 20 km (29% of the entries),
Meiningen,40,locality,linked,osm+geonames,47.29891,9.57862,2000,2771698,Meiningen,P.PPLA3,AT,08,Q700617,relation/75180,0.95,,
Zugspitze,40,locality,linked,osm+geonames,47.42118,10.98635,500,2760454,Zugspitze,T.MT,DE,02,Q3375,node/27384190,0.95,entry context 2 km (67% of the entries),
Aumühle,40,locality,linked,osm,47.95409,11.47038,1000,,,,,,Q19828269,node/1682211068,0.95,entry context 3 km (100% of the entries),
Gfällach,40,locality,linked,osm+geonames,48.33891,11.83806,3000,2920705,Gfällach,H.STM,DE,02,Q1970965,way/1121505235,0.95,entry context 6 km (100% of the entries),
Ammering,40,locality,review,osm+geonames,48.31667,15.55000,500,2782569,Ammering,T.MT,AT,03,,node/9321002921,0.65,295 km from the entries' other places (0% within 80 km),
Vhl.,40,locality,no_match,osm,47.04338,15.45853,1500,,,,,,,node/12450977430,0.30,OSM office/company named after the place; 194 km from the entries' other places (0% within 80 km),
Möserstein,40,locality,linked,osm,47.66510,13.09075,300,,,,,,,node/8587266578,0.85,,
Innerrhing,40,locality,no_match,,,,,,,,,,,,0.00,no gazetteer entry,
Benediktbeuern,39,locality,linked,osm+geonames,47.70624,11.41522,2000,2951104,Benediktbeuern,P.PPLA4,DE,02,Q503628,relation/935269,0.95,entry context 2 km (56% of the entries),
Sachenbach,39,locality,linked,osm+geonames,47.60745,11.37046,1500,2842581,Sachenbach,P.PPL,DE,02,Q1431304,node/259079783,0.95,entry context 2 km (100% of the entries),
Hohensteinau,39,route,no_match,,,,,,,,,,,,0.00,no gazetteer entry,
Roseninsel,39,locality,linked,osm+geonames,47.94175,11.30908,2000,2844962,Roseninsel,T.ISL,DE,02,Q263567,way/24352411,0.95,entry context 1 km (80% of the entries),
Stichrohr,39,locality,no_match,,,,,,,,,,,,0.00,no gazetteer entry,
Speichersee Moosburg und Eching,39,locality,no_match,,,,,,,,,,,,0.00,no gazetteer entry,
Wendelstein,38,locality,linked,osm+geonames,47.70343,12.01209,500,2811293,Wendelstein,T.MT,DE,02,Q819671,node/26865134,0.95,entry context 3 km (44% of the entries),
Pforzen,38,locality,linked,osm+geonames,47.92997,10.61357,2000,2853971,Pforzen,P.PPLA4,DE,02,Q516343,relation/447626,0.95,entry context 2 km (94% of the entries),
Kempten,38,locality,linked,osm+geonames,47.72674,10.31389,1500,2891621,Kempten (Allgäu),P.PPL,DE,02,Q3994,relation/62701,0.95,entry context 4 km (79% of the entries),
Günzburg,38,locality,linked,osm+geonames,48.45599,10.27695,2000,2913555,Günzburg,P.PPLA3,DE,02,Q489685,relation/964472,0.95,entry context 10 km (57% of the entries),
Reichenau,38,settlement,linked,osm+geonames,47.68885,9.06355,2000,3209418,Reichenau,P.PPLA4,DE,01,Q156439,relation/5335200,0.95,entry context 1 km (40% of the entries),
Großhesseloher Brücke,38,,linked,osm,48.07453,11.54054,1500,,,,,,Q1028257,way/161626743,0.90,OSM man_made/bridge named after the place; entry context 1 km (100% of the entries),
Odermündung,38,locality,no_match,,,,,,,,,,,,0.00,no gazetteer entry,
Loisach,37,locality,linked,osm+geonames,47.93333,11.45000,3000,2772288,Loisach,H.STM,AT,00,Q258400,way/93483688,0.95,entry context 3 km (88% of the entries),
Maximiliansanlagen,37,locality,linked,osm+geonames,48.13638,11.59443,10000,6544565,Maximiliansanlagen,L.AREA,DE,02,Q1914181,way/23040742,0.95,entry context 1 km (100% of the entries),
Töcking,37,settlement,no_match,,,,,,,,,,,,0.00,no gazetteer entry,
Versailles,37,locality,linked,osm+geonames,48.80359,2.13424,3000,2969679,Versailles,P.PPLA2,FR,11,Q621,relation/30295,0.95,entry context 17 km (100% of the entries),
Auweiher,37,locality,linked,osm,49.07685,12.70583,1000,,,,,,,way/26625561,0.95,entry context 22 km (100% of the entries),
Vorklärteiche,37,locality,no_match,,,,,,,,,,,,0.00,not geocoded yet (no Nominatim cache entry),
Clères,37,locality,linked,osm+geonames,49.60000,1.11667,1500,3024659,Clères,P.PPL,FR,28,Q1057646,relation/1240069,0.95,entry context 18 km (100% of the entries),
Greifenberg,37,settlement,linked,osm+geonames,48.07062,11.08349,2000,2917803,Greifenberg,P.PPLA4,DE,02,Q627500,relation/933870,0.95,entry context 4 km (100% of the entries),
Pasing,36,,linked,osm+geonames,48.14146,11.45599,1000,2855334,Pasing,P.PPLX,DE,02,Q256731,node/1617814689,0.95,entry context 4 km (92% of the entries),
Rauschen,36,settlement,review,osm+geonames,49.70844,9.14533,500,2849889,Rauschen,T.HLL,DE,02,,node/1659394233,0.50,157 km from the entries' other places (0% within 80 km),
Löwengrube,36,,linked,osm,48.13908,11.57300,1500,,,,,,Q106523047,way/91268749,0.90,OSM highway/pedestrian named after the place; entry context 39 km (25% of the entries),
Zürich,36,locality,linked,osm+geonames,47.36667,8.55000,5000,2657896,Zürich,P.PPLA,CH,ZH,Q72,relation/1682248,0.95,entry context 10 km (75% of the entries),
Oberaudorf,36,locality,linked,osm+geonames,47.64822,12.17242,2000,2861374,Oberaudorf,P.PPLA4,DE,02,Q524660,relation/2186930,0.95,entry context 4 km (38% of the entries),
Nassereith,36,locality,linked,osm+geonames,47.31667,10.83333,2000,2770927,Nassereith,P.PPLA3,AT,07,Q681692,relation/948185,0.95,entry context 6 km (100% of the entries),
Speichersee Ismaning,36,locality,linked,osm,48.21295,11.73915,1500,,,,,,Q61018113,relation/12038482,0.95,entry context 5 km (100% of the entries),
Iscking,36,settlement,no_match,,,,,,,,,,,,0.00,no gazetteer entry,
Kairing,36,locality,no_match,,,,,,,,,,,,0.00,no gazetteer entry,
Füssenberg,36,locality,linked,osm+geonames,49.07612,12.16921,1500,2923505,Fußenberg,P.PPL,DE,02,,node/264501681,0.80,"far from most of the entries' other places (0% within 80 km, nearest 113 km)",
Leinbach,36,locality,review,osm,48.68755,12.34455,500,,,,,,Q123243226,node/845121248,0.70,"far from most of the entries' other places (0% within 80 km, nearest 129 km)",
Seltmannshofer Baggersee,36,locality,no_match,,,,,,,,,,,,0.00,no gazetteer entry,
Eisweiher Püppel,36,locality,no_match,,,,,,,,,,,,0.00,no gazetteer entry,
Bad Schussenried,36,settlement,linked,osm+geonames,48.00468,9.65741,1500,2835635,Bad Schussenried,P.PPL,DE,01,Q522513,relation/2801317,0.95,,
Gennach,35,,linked,osm+geonames,48.12277,10.71500,1500,2921336,Gennach,P.PPL,DE,02,,node/34557683,0.95,entry context 28 km (100% of the entries),
Münchwald,35,locality,review,osm+geonames,49.90000,7.68333,2000,2867631,Münchwald,P.PPLA4,DE,08,Q640229,relation/1244214,0.65,323 km from the entries' other places (0% within 80 km),
Prinzregentenbrücke,34,locality,no_match,,,,,,,,,,,,0.00,no gazetteer entry,
Wertachwehr,34,locality,no_match,,,,,,,,,,,,0.00,no gazetteer entry,
Kaiserturm,34,locality,linked,osm,49.15168,9.21054,1500,,,,,,,way/89070905,0.90,OSM building/industrial named after the place; entry context 26 km (100% of the entries),
Sonthofen,34,locality,linked,osm+geonames,47.51821,10.28262,2000,2831088,Sonthofen,P.PPLA3,DE,02,Q162845,relation/156999,0.95,entry context 2 km (60% of the entries),
Wertachbrücke,34,locality,linked,osm,48.37895,10.88197,1500,,,,,,,way/68506936,0.90,OSM railway/platform named after the place; entry context 3 km (27% of the entries),
Rosenheim,34,,linked,osm+geonames,47.85637,12.12247,2000,2844988,Rosenheim,P.PPLA3,DE,02,Q4007,relation/2168233,0.95,entry context 8 km (59% of the entries),
Taching am See,34,settlement,linked,osm+geonames,47.95942,12.72933,1500,2824419,Taching am See,P.PPL,DE,02,Q253804,relation/941675,0.95,entry context 1 km (100% of the entries),
Gackelweiher,34,locality,no_match,,,,,,,,,,,,0.00,no gazetteer entry,
Georgenstein,34,,linked,osm,48.02307,11.49694,1500,,,,,,Q1508740,way/712537770,0.95,entry context 1 km (100% of the entries),
